"scientific_name","common_name","previous_category","new_category","reason_for_change","year"
"Sciurillus pusillus","Neotropical Pygmy Squirrel","DD","LC","N","2019‐1"
"Sciurus ignitus","Bolivian Squirrel","DD","LC","N","2019‐1"
"Smutsia gigantea","Giant Ground Pangolin","VU","EN","N","2019‐3"
"Sorex antinorii","Valais Shrew","DD","LC","N","2019‐1"
"Sorex buchariensis","Pamir Shrew","LC","DD","N","2019‐1"
"Sturnira mordax","Talamancan Yellow‐shouldered Bat","NT","LC","N","2019‐2"
"Styloctenium mindorensis","Mindoro Stripe‐faced Fruit Bat","DD","EN","N","2019‐3"
"Sundamys maxi","Javan Sundamys","EN","VU","N","2019‐1"
"Sylvilagus brasiliensis","Tapeti","LC","EN","N","2019‐2"
"Sylvilagus insonus","Omiltemi Cottontail","EN","DD","N","2019‐2"
"Sylvilagus robustus","Davis Mountains Cottontail","EN","VU","N","2019‐3"
"Sylvisorex isabellae","Bioko Forest Shrew","EN","VU","N","2019‐3"
"Sylvisorex lunaris","Moon Forest Shrew","VU","NT","N","2019‐1"
"Sylvisorex vulcanorum","Volcano Shrew","NT","LC","N","2019‐1"
"Syncerus caffer","African Buffalo","LC","NT","N","2019‐1"
"Syntheosciurus brochus","Bangs's Mountain Squirrel","NT","DD","N","2019‐1"
"Thomasomys monochromos","Unicolored Oldfield Mouse","EN","VU","N","2019‐2"
"Thomasomys praetor",NA,"DD","NT","N","2019‐1"
"Tursiops aduncus","Indo‐Pacific Bottlenose Dolphin","DD","NT","N","2019‐3"
"Tylomys bullaris","Chiapan Climbing Rat","CR","CR(PE)","N","2019‐1"
"Tylomys tumbalensis","Tumbalá Climbing Rat ","CR","CR(PE)","N","2019‐1"
"Urocitellus brunneus","Northern Idaho Ground Squirrel","CR","EN","N","2019‐3"
"Acridotheres cinereus","Pale‐bellied Myna","LC","VU","N","2019‐3"
"Alophoixus bres","Brown‐cheeked Bulbul","LC","NT","G","2019‐3"
"Amazilia castaneiventris","Chestnut‐bellied Hummingbird","EN","NT","N","2019‐3"
"Amazona aestiva","Turquoise‐fronted Amazon","LC","NT","G","2019‐3"
"Amazona imperialis","Imperial Amazon","EN","CR","G","2019‐3"
"Certhia tianquanensis","Sichuan Treecreeper","NT","LC","N","2019‐3"
"Chlorochrysa nitidissima","Multicolored Tanager","VU","NT","N","2019‐3"
"Chloropsis cochinchinensis","Javan Leafbird","NT","EN","G","2019‐3"
"Chloropsis media","Sumatran Leafbird","VU","EN","G","2019‐3"
"Chloropsis sonnerati","Greater Green Leafbird","VU","EN","N","2019‐3"
"Cichlocolaptes mazarbarnetti","Cryptic Treehunter","CR","EX","G","2019‐3"
"Clytorhynchus hamlini","Rennell Shrikebill","LC","NT","N","2019‐3"
"Cotinga maculata","Banded Cotinga","EN","CR","G","2019‐3"
"Cranioleuca henricae","Bolivian Spinetail","EN","VU","N","2019‐3"
"Cyanolyca nanus","Dwarf Jay","VU","NT","N","2019‐3"
"Cyanopsitta spixii","Spix's Macaw","CR","EW","G","2019‐3"
"Dacnis viguieri","Viridian Dacnis","NT","LC","N","2019‐3"
"Dendrocygna arborea","West Indian Whistling‐duck","VU","NT","N","2019‐3"
"Diglossa gloriosissima","Chestnut‐bellied Flowerpiercer","EN","NT","N","2019‐3"
"Eleothreptus candicans","White‐winged Nightjar","EN","VU","N","2019‐3"
"Eos semilarvata","Blue‐eared Lory","LC","NT","N","2019‐3"
"Eremomela turneri","Turner's Eremomela","EN","NT","N","2019‐3"
"Formicivora acutirostris","Parana Antwren","EN","NT","N","2019‐3"
"Grallaricula lineifrons","Crescent‐faced Antpitta","NT","LC","N","2019‐3"
"Gymnobucco vernayi","Pale‐throated Barbet","LC","VU","G","2019‐3"
"Haemorhous cassinii","Cassin's Finch","NT","LC","G","2019‐3"
"Hemitriccus cinnamomeipectus","Cinnamon‐breasted Tody‐tyrant","VU","LC","N","2019‐3"
"Hydrobates hornbyi","Ringed Storm‐petrel","DD","NT","N","2019‐3"
"Hydrobates markhami","Markham's Storm‐petrel","DD","NT","N","2019‐3"
"Hydrobates tristrami","Tristram's Storm‐petrel","NT","LC","N","2019‐3"
"Hydrornis gurneyi","Gurney's Pitta","EN","CR","G","2019‐3"
"Hypocnemis cantator","Guianan Antwarbler","NT","LC","N","2019‐3"
"Hypotaenidia owstoni","Guam Rail","EW","CR","G","2019‐3"
"Laterallus jamaicensis","Black Rail","NT","EN","G","2019‐3"
"Lipaugus ater","Black‐and‐gold Cotinga","NT","LC","N","2019‐3"
"Loriculus flosculus","Flores Hanging‐parrot","EN","VU","N","2019‐3"
"Megapodius pritchardii","Tongan Scrubfowl","EN","VU","G","2019‐3"
"Megapodius tenimberensis","Tanimbar Scrubfowl","NT","VU","N","2019‐3"
"Melamprosops phaeosoma","Poo‐uli","CR","EX","G","2019‐3"
"Melanerpes herminieri","Guadeloupe Woodpecker","NT","LC","N","2019‐3"
"Myiopagis olallai","Foothill Elaenia","VU","LC","N","2019‐3"
"Pachyramphus spodiurus","Slaty Becard","EN","VU","N","2019‐3"
"Philydor novaesi","Alagoas Foliage‐gleaner","CR","EX","G","2019‐3"
"Phylloscartes kronei","Restinga Tyrannulet","VU","LC","N","2019‐3"
"Picumnus minutissimus","Arrowhead Piculet","NT","LC","N","2019‐3"
"Poospiza rufosuperciliaris","Rufous‐browed Hemispingus","VU","LC","N","2019‐3"
"Psarocolius cassini","Baudo Oropendola","EN","VU","N","2019‐3"
"Psittacula eques","Echo Parakeet","EN","VU","G","2019‐3"
"Psittiparus margaritae","Black‐headed Parrotbill","NT","VU","N","2019‐3"
"Pterodroma ultima","Murphy's Petrel","NT","LC","G","2019‐3"
"Setophaga cerulea","Cerulean Warbler","VU","NT","G","2019‐3"
"Todiramphus tutus","Chattering Kingfisher","LC","NT","N","2019‐3"
"Turdus lherminieri","Forest Thrush","VU","NT","G","2019‐3"
"Vireo atricapilla","Black‐capped Vireo","VU","NT","G","2019‐3"
"Vireo masteri","Choco Vireo","EN","NT","N","2019‐3"
"Xanthopsar flavus","Saffron‐cowled Blackbird","VU","EN","N","2019‐3"
"Xenotriccus callizonus","Belted Flycatcher","NT","LC","N","2019‐3"
"Zosterops flavus","Javan White‐eye","VU","EN","N","2019‐3"
"Zosterops leucophaeus","Principe Speirops","NT","LC","N","2019‐3"
"Amerotyphlops amoipira",NA,"DD","LC","N","2019‐2"
"Anolis megalopithecus","Ruida's Anole","DD","LC","N","2019‐2"
"Antillotyphlops monensis","Mona Blind Snake","EN","LC","N","2019‐3"
"Apostolepis phillipsae",NA,"LC","VU","N","2019‐3"
"Apostolepis polylepis",NA,"DD","LC","N","2019‐2"
"Bachia trisanale","Stacy's Bachia","DD","LC","N","2019‐2"
"Batagur dhongoka","Three‐striped Roofed Turtle","EN","CR","G","2019‐1"
"Batagur trivittata","Burmese Roofed Turtle","EN","CR","N","2019‐1"
"Bitis schneideri","Namaqua Dwarf Adder","VU","LC","N","2019‐3"
"Bothrocophias myersi","Chocoan Toadheaded Pitviper","LC","NT","N","2019‐2"
"Bothrops lojanus","Lojan Lancehead","EN","VU","N","2019‐2"
"Calotes medogensis",NA,"DD","LC","N","2019‐3"
"Calyptommatus confusionibus",NA,"EN","LC","N","2019‐1"
"Celestus scansorius",NA,"NT","EN","N","2019‐3"
"Cordylus meculae","Mecula Girdled Lizard","EN","LC","N","2019‐3"
"Cyclura cornuta","Hispaniolan Rhinoceros Iguana","VU","EN","G","2019‐2"
"Cyclura ricordii","Ricord's Rock Iguana","CR","EN","N","2019‐2"
"Cyrtodactylus wayakonei",NA,"LC","NT","N","2019‐3"
"Dibamus bourreti","Bourret's Blind Skink","DD","LC","N","2019‐3"
"Epictia rufidorsa","Rose Blind Snake","LC","DD","N","2019‐3"
"Erythrolamprus atraventer","Dixon's Ground Snake","VU","LC","N","2019‐2"
"Eurolophosaurus nanuzae","Rodrigues' Lava Lizard","NT","LC","N","2019‐1"
"Geoclemys hamiltonii","Spotted Pond Turtle","VU","EN","G","2019‐1"
"Hoplodactylus duvaucelii","Duvaucel's Gecko","LR/lc","NT","N","2019‐2"
"Indotestudo elongata","Elongated Tortoise","EN","CR","N","2019‐1"
"Liolaemus gravenhorstii",NA,"DD","EN","N","2019‐3"
"Liolaemus vallecurensis",NA,"LC","NT","G","2019‐3"
"Lygophis vanzolinii","Vanzolini's Ground Snake","DD","NT","N","2019‐3"
"Lygosoma anguinum",NA,"DD","LC","N","2019‐2"
"Malaclemys terrapin","Diamondback Terrapin","LR/nt","VU","G","2019‐1"
"Malacochersus tornieri","Pancake Tortoise","VU","CR","G","2019‐1"
"Manouria emys","Asian Giant Tortoise","EN","CR","N","2019‐1"
"Mokopirirakau kahutarae","Black‐eyed Gecko","LR/nt","VU","N","2019‐2"
"Naultinus gemmeus","Jewelled Gecko","NT","EN","N","2019‐2"
"Naultinus manukanus","Marlborough Green Gecko","DD","EN","N","2019‐2"
"Naultinus rudis","Rough Gecko","LR/lc","EN","N","2019‐2"
"Oligosoma grande","Grand Skink","VU","EN","N","2019‐2"
"Oligosoma homalonotum","Chevron Skink","VU","EN","N","2019‐2"
"Oligosoma microlepis","Small‐scaled Skink","VU","EN","N","2019‐2"
"Oligosoma waimatense","Scree Skink","VU","EN","N","2019‐2"
"Oligosoma whitakeri","Whitaker's New Zealand Skink","VU","EN","N","2019‐2"
"Ptychoglossus bicolor","Werner's Largescale Lizard","VU","LC","N","2019‐3"
"Rhampholeon gorongosae","Mount Gorongosa Pygmy Chameleon","LC","EN","G","2019‐3"
"Rhampholeon tilburyi","Mount Namuli Pygmy Chameleon","CR","EN","N","2019‐3"
"Sauromalus hispidus","Spiny Chuckwalla","NT","EN","G","2019‐2"
"Scincella monticola","Mountainous Dwarf Skink","NT","LC","N","2019‐2"
"Sphaerodactylus callocricus","Callous Least Gecko","VU","CR","N","2019‐2"
"Sphenomorphus cyanolaemus","Blue‐headed Forest Skink","NT","LC","N","2019‐3"
"Sphenomorphus microtympanus",NA,"DD","LC","N","2019‐2"
"Stenocercus fimbriatus","Western Leaf Lizard","LR/nt","LC","N","2019‐3"
"Tachymenis chilensis","Chilean Slender Snake","LC","NT","N","2019‐3"
"Taeniophallus nebularis",NA,"DD","CR","N","2019‐3"
"Tetradactylus breyeri","Breyer's Long‐tailed Seps","LC","NT","N","2019‐3"
"Toropuku stephensi","Stephen's Island Gecko","VU","EN","N","2019‐2"
"Tukutuku rakiurae","Harlequin Gecko","LR/nt","EN","N","2019‐2"
"Woodworthia chrysosiretica","Goldstripe Gecko","LR/lc","NT","N","2019‐2"
"Afrixalus vibekensis","Nimba Banana Frog","NT","LC","N","2019‐1"
"Agalychnis psilopygion",NA,"DD","LC","N","2019‐3"
"Allobates cepedai",NA,"DD","VU","N","2019‐3"
"Allobates juanii",NA,"CR","EN","N","2019‐3"
"Allobates picachos",NA,"DD","EN","N","2019‐3"
"Allobates ranoides","Llanos Rocket Frog","EN","CR","N","2019‐3"
"Alsodes hugoi",NA,"DD","VU","N","2019‐2"
"Alsodes igneus",NA,"DD","VU","N","2019‐2"
"Alsodes vanzolinii","Vanzolini's Spiny‐chest Frog","CR","EN","N","2019‐1"
"Alsodes verrucosus","Olive Spiny‐chest Frog","DD","EN","N","2019‐1"
"Ameerega andina","La Planada Poison Frog","DD","CR","N","2019‐1"
"Amnirana asperrima","Nkongsamba Frog","EN","VU","N","2019‐1"
"Amnirana occidentalis","Ivory Coast Frog","EN","LC","N","2019‐1"
"Anomaloglossus beebei","Beebe's Rocket Frog","VU","EN","N","2019‐1"
"Anomaloglossus degranvillei","Degranville's Rocket Frog","LC","CR","G","2019‐1"
"Ansonia endauensis",NA,"DD","NT","N","2019‐1"
"Ansonia jeetsukumarani","Jeet Sukumaran’s Torrent‐Dwelling Toad","DD","VU","N","2019‐1"
"Ansonia latiffi","Latiff’s Torrent‐Dwelling Toad","DD","NT","N","2019‐1"
"Ansonia leptopus","Brown Slender Toad","NT","LC","N","2019‐1"
"Ansonia tiomanica","Pulo Tioman Stream Toad","VU","LC","N","2019‐1"
